subcommittee	code	docx	xlsx	row	change	rank	taxon	level	error	message	notes	scAbbrev	docpath	path	file	basename
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	421	Rename	species	Tomato yellow leaf curl Shuangbai virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Shuangbai virus' to 'Begomovirus solanumflavushuangbaiense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavushuangbaiense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	422	Rename	species	Tomato yellow leaf curl Thailand virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	422	Rename	species	Tomato yellow leaf curl Thailand virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Thailand virus' to 'Begomovirus solanumflavusthailandense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusthailandense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	423	Rename	species	Tomato yellow leaf curl Vietnam virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	423	Rename	species	Tomato yellow leaf curl Vietnam virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Vietnam virus' to 'Begomovirus solanumflavusvietnamense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusvietnamense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	424	Rename	species	Tomato yellow leaf curl virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	424	Rename	species	Tomato yellow leaf curl virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl virus' to 'Begomovirus coheni' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus coheni'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	425	Rename	species	Tomato yellow leaf curl Yunnan virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	425	Rename	species	Tomato yellow leaf curl Yunnan virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf curl Yunnan virus' to 'Begomovirus solanumflavusyunnanense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusyunnanense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	426	Rename	species	Tomato yellow leaf deformation dwarf virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	426	Rename	species	Tomato yellow leaf deformation dwarf virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf deformation dwarf virus' to 'Begomovirus solanumflavusdepravationis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusdepravationis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	427	Rename	species	Tomato yellow leaf distortion virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	427	Rename	species	Tomato yellow leaf distortion virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow leaf distortion virus' to 'Begomovirus solanumflavuscontorsionis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavuscontorsionis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	428	Rename	species	Tomato yellow margin leaf curl virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	428	Rename	species	Tomato yellow margin leaf curl virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow margin leaf curl virus' to 'Begomovirus solanumflavusmarginis' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusmarginis'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	429	Rename	species	Tomato yellow mottle virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	429	Rename	species	Tomato yellow mottle virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow mottle virus' to 'Begomovirus solanumflavusvariati' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusvariati'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	430	Rename	species	Tomato yellow spot virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	430	Rename	species	Tomato yellow spot virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow spot virus' to 'Begomovirus solanumflavusmaculae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusmaculae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	431	Rename	species	Tomato yellow vein streak virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	431	Rename	species	Tomato yellow vein streak virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Tomato yellow vein streak virus' to 'Begomovirus solanumflavusvenae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus solanumflavusvenae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	432	Rename	species	Triumfetta yellow mosaic virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	432	Rename	species	Triumfetta yellow mosaic virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Triumfetta yellow mosaic virus' to 'Begomovirus triumfettae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus triumfettae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	433	Rename	species	Velvet bean golden mosaic virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	433	Rename	species	Velvet bean golden mosaic virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Velvet bean golden mosaic virus' to 'Begomovirus mucunaflavi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus mucunaflavi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	434	Rename	species	Velvet bean severe mosaic virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	434	Rename	species	Velvet bean severe mosaic virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Velvet bean severe mosaic virus' to 'Begomovirus mucunae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus mucunae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	435	Rename	species	Verbena mottle virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	435	Rename	species	Verbena mottle virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Verbena mottle virus' to 'Begomovirus verbenae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus verbenae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	436	Rename	species	Vernonia crinkle virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	436	Rename	species	Vernonia crinkle virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Vernonia crinkle virus' to 'Begomovirus vernoniae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus vernoniae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	437	Rename	species	Vernonia yellow vein Fujian virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	437	Rename	species	Vernonia yellow vein Fujian virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Vernonia yellow vein Fujian virus' to 'Begomovirus vernoniafujianense' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus vernoniafujianense'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	438	Rename	species	Vernonia yellow vein virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	438	Rename	species	Vernonia yellow vein virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Vernonia yellow vein virus' to 'Begomovirus vernoniavenae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus vernoniavenae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	439	Rename	species	Vigna yellow mosaic virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	439	Rename	species	Vigna yellow mosaic virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Vigna yellow mosaic virus' to 'Begomovirus vignae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus vignae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	440	Rename	species	Vinca leaf curl virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	440	Rename	species	Vinca leaf curl virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Vinca leaf curl virus' to 'Begomovirus vincae' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus vincae'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	441	Rename	species	Watermelon chlorotic stunt virus	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	441	Rename	species	Watermelon chlorotic stunt virus	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Watermelon chlorotic stunt virus' to 'Begomovirus citrulli' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus citrulli'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	442	Rename	species	West African Asystasia virus 1	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	442	Rename	species	West African Asystasia virus 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'West African Asystasia virus 1' to 'Begomovirus asystasiaprimi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus asystasiaprimi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	443	Rename	species	West African Asystasia virus 2	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	443	Rename	species	West African Asystasia virus 2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'West African Asystasia virus 2' to 'Begomovirus asystasiasecundi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus asystasiasecundi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	444	Rename	species	West African Asystasia virus 3	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	444	Rename	species	West African Asystasia virus 3	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'West African Asystasia virus 3' to 'Begomovirus asystasiatertii' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus asystasiatertii'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	445	Rename	species	Whitefly-associated begomovirus 1	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	445	Rename	species	Whitefly-associated begomovirus 1	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Whitefly-associated begomovirus 1' to 'Begomovirus bemisiaprimi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus bemisiaprimi'	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	446	Rename	species	Whitefly-associated begomovirus 2	WARNING	XLSX.INVALID_TERM	XLSX incorrect term in column genomeCoverage	XLSX incorrect value [ Complete genome ]. Valid terms: [ [Please select],CG,CCG,PG,NA ]	NA	NA	NA	NA	NA
Plant virus (P) proposals	2023.015P	2023.015P.N.v2.Geminiviridae_rename_sp.docx	2023.015P.N.v2.Geminiviridae_rename_sp.xlsx	446	Rename	species	Whitefly-associated begomovirus 2	SUCCESS	RENAME.OK	Change=RENAME, applied successfully	RENAME species from 'Whitefly-associated begomovirus 2' to 'Begomovirus bemisiasecundi' in 'Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Geminiviridae;Begomovirus;Begomovirus bemisiasecundi'	NA	NA	NA	NA	NA
